"","brand","processor_brand","price","ratings","reviews"
"45","Lenovo","Intel",615.230769230769,543,65
"46","DELL","Intel",653.692307692308,9,1
"47","DELL","Intel",569.076923076923,1178,137
"48","Lenovo","Intel",830.615384615385,299,41
"49","ASUS","Intel",569.076923076923,20,1
"50","Lenovo","Intel",599.076923076923,758,64
"51","DELL","Intel",607.538461538462,634,64
"52","ASUS","Intel",707.538461538462,816,147
"53","Lenovo","Intel",615.369230769231,4,0
"54","DELL","Intel",661.384615384615,17,2
"55","DELL","Intel",769.076923076923,24,5
"56","DELL","Intel",638.307692307692,1753,165
"57","DELL","Intel",646,216,21
"58","Lenovo","Intel",646,1084,160
"59","ASUS","Intel",592.153846153846,19,3
"60","Lenovo","Intel",599.846153846154,106,13
"61","Lenovo","Intel",692.153846153846,42,4
"62","Lenovo","Intel",561.384615384615,0,0
"63","Lenovo","Intel",599.538461538462,0,0
"64","HP","Intel",690.769230769231,1029,107
"65","MSI","Intel",599.846153846154,53,11
"66","DELL","Intel",683.492307692308,0,0
"67","ASUS","Intel",553.692307692308,0,0
"68","Lenovo","Intel",618.461538461538,48,1
"69","Lenovo","Intel",630.615384615385,3,0
"70","DELL","Intel",653.692307692308,0,0
"71","acer","Intel",369.076923076923,61,4
"72","DELL","Intel",1107.67692307692,97,13
"73","ASUS","Intel",615.230769230769,181,19
"74","Lenovo","Intel",646.123076923077,529,39
"75","ASUS","Intel",646,0,0
"76","Lenovo","Intel",615.369230769231,0,0
"77","ASUS","Intel",615.230769230769,0,0
"78","Lenovo","Intel",615.353846153846,10,1
"79","HP","Intel",653.692307692308,5205,561
"80","Lenovo","Intel",646,3,0
"81","ASUS","Intel",746,0,0
"82","HP","Intel",682.707692307692,1090,96
"83","DELL","Intel",675.384615384615,0,0
"84","DELL","Intel",718.307692307692,0,0
"85","Lenovo","Intel",630.615384615385,1,1
"86","DELL","Intel",615.230769230769,44,2
"87","Lenovo","Intel",676.769230769231,0,0
"88","ASUS","Intel",569.076923076923,70,9
"89","DELL","Intel",746.153846153846,0,0
"90","ASUS","Intel",753.692307692308,0,0
"91","ASUS","Intel",361.384615384615,632,92
"92","HP","Intel",834.430769230769,71,8
"93","ASUS","Intel",584.461538461538,990,108
"94","HP","Intel",661.384615384615,158,18
"95","HP","Intel",661.384615384615,681,59
"96","ASUS","Intel",553.692307692308,130,12
"97","ASUS","Intel",661.384615384615,30,4
"98","ASUS","Intel",799.846153846154,6,2
"99","ASUS","Intel",753.692307692308,174,30
"100","ASUS","Intel",661.384615384615,40,7
"101","Lenovo","Intel",599.846153846154,13,1
"102","DELL","Intel",707.538461538462,184,29
"103","HP","Intel",653.692307692308,1296,126
"104","HP","Intel",676.461538461538,571,56
"105","ASUS","Intel",615.230769230769,2551,297
"106","MSI","Intel",753.692307692308,17,3
"107","HP","Intel",846,35,3
"108","MSI","Intel",630.615384615385,118,17
"109","ASUS","Intel",646,0,0
"110","Lenovo","Intel",846,245,34
"111","ASUS","Intel",692.153846153846,2058,305
"112","HP","Intel",634.615384615385,117,11
"113","HP","Intel",692.153846153846,0,0
"114","ASUS","Intel",661.384615384615,74,11
"115","DELL","Intel",935.230769230769,10,1
"116","HP","Intel",702.307692307692,39,4
"117","DELL","Intel",646,29,7
"118","DELL","Intel",699.846153846154,43,4
"119","ASUS","Intel",692.153846153846,0,0
"120","Lenovo","Intel",661.384615384615,984,99
"121","HP","Intel",699.846153846154,523,66
"122","HP","Intel",596.907692307692,30,1
"123","HP","Intel",1065.64615384615,0,0
"124","ASUS","Intel",794.6,0,0
"125","HP","Intel",738.307692307692,1605,215
"126","ASUS","Intel",630.615384615385,4008,519
"127","ASUS","Intel",661.384615384615,1869,234
"128","ASUS","Intel",690.615384615385,7,0
"129","ASUS","Intel",638.307692307692,4008,519
"130","HP","Intel",784.461538461538,0,0
"131","HP","Intel",752.307692307692,1278,135
"132","ASUS","Intel",630.615384615385,4008,519
"133","DELL","Intel",642.923076923077,0,0
"134","Lenovo","Intel",892.292307692308,10,2
"135","DELL","Intel",706.615384615385,0,0
"136","HP","Intel",853.692307692308,143,15
"137","ASUS","Intel",506,28,4
"138","Lenovo","Intel",553.692307692308,2124,233
"139","DELL","Intel",653.692307692308,276,40
"140","DELL","Intel",649.076923076923,250,21
"141","DELL","Intel",607.538461538462,1917,189
"142","HP","Intel",672.153846153846,4999,490
"143","ASUS","Intel",553.692307692308,17,0
"144","DELL","Intel",673.846153846154,17,0
"145","Lenovo","Intel",599.846153846154,0,0
"146","ASUS","Intel",538.307692307692,4203,490
"147","ASUS","Intel",598.461538461538,13,0
"148","DELL","Intel",615.230769230769,15,1
"149","DELL","Intel",629.076923076923,527,46
"150","Lenovo","Intel",569.076923076923,103,10
"151","HP","Intel",615.230769230769,324,45
"152","HP","Intel",646,69,5
"153","DELL","Intel",676.461538461538,16,0
"154","HP","Intel",612.153846153846,40,3
"155","ASUS","Intel",547.538461538462,12,1
"156","HP","Intel",561.384615384615,1146,175
"157","ASUS","Intel",599.846153846154,1850,216
"158","ASUS","Intel",522.923076923077,43,7
"159","DELL","Intel",667.692307692308,231,26
"160","ASUS","Intel",384.461538461538,502,93
"161","HP","Intel",626.923076923077,1096,116
"162","DELL","Intel",661.538461538462,313,35
"163","ASUS","Intel",584.615384615385,7,0
"164","DELL","Intel",584.461538461538,265,46
"165","HP","Intel",758.138461538462,38,3
"166","Lenovo","Intel",599.984615384615,7,2
"167","ASUS","Intel",638.461538461538,4,0
"168","acer","Intel",569.215384615385,0,0
"169","DELL","Intel",660,0,0
"170","ASUS","Intel",330.615384615385,818,113
"171","DELL","Intel",638.153846153846,25,4
"172","ASUS","Intel",507.538461538462,12,0
"173","ASUS","Intel",595.076923076923,17,1
"174","ASUS","Intel",369.076923076923,974,170
"175","DELL","Intel",621.384615384615,83,15
"176","ASUS","Intel",522.923076923077,31,6
"177","ASUS","Intel",315.230769230769,637,91
"178","DELL","Intel",638.307692307692,7,5
"179","DELL","Intel",699.846153846154,207,16
"180","DELL","Intel",684.461538461538,844,103
"181","ASUS","Intel",644.461538461538,53,6
"182","DELL","Intel",661.384615384615,62,7
"183","acer","Intel",630.615384615385,38,2
"184","DELL","Intel",753.692307692308,724,92
"185","DELL","Intel",670.615384615385,0,0
"186","DELL","Intel",687.538461538462,9,0
"187","ASUS","Intel",630.615384615385,0,0
"188","DELL","Intel",676.769230769231,0,0
"189","DELL","Intel",670.615384615385,0,0
"190","DELL","Intel",636.769230769231,56,7
"191","DELL","Intel",681.384615384615,0,0
"192","DELL","Intel",753.830769230769,0,0
"193","DELL","Intel",615.230769230769,170,11
"194","DELL","Intel",713.692307692308,95,5
"195","ASUS","Intel",292.153846153846,197,25
"196","ASUS","Intel",276.769230769231,1180,148
"197","HP","Intel",407.230769230769,232,23
"198","HP","Intel",430.615384615385,596,65
"199","Lenovo","Intel",461.523076923077,19,1
"200","Lenovo","Intel",399.846153846154,84,16
"201","Lenovo","Intel",261.384615384615,414,54
"202","Lenovo","Intel",384.461538461538,70,16
"203","acer","Intel",1538.30769230769,1336,186
"204","acer","Intel",784.461538461538,10966,1185
"205","acer","Intel",1846,1,1
"206","acer","Intel",1449.07692307692,31,6
"207","ASUS","Intel",1633.33846153846,1881,241
"208","DELL","Intel",1047.53846153846,23,4
"209","DELL","Intel",2153.69230769231,0,0
"210","HP","Intel",861.384615384615,818,109
"211","HP","Intel",1577.70769230769,0,0
"212","Lenovo","Intel",722.923076923077,4428,569
"213","HP","Intel",1169.41538461538,129,16
"214","Lenovo","Intel",761.384615384615,365,35
"215","acer","Intel",1336.41538461538,39,3
"216","ASUS","Intel",753.692307692308,0,0
"217","DELL","Intel",861.384615384615,3,0
"218","acer","Intel",1261.50769230769,14,3
"219","HP","Intel",2101.38461538462,0,0
"220","acer","Intel",915.230769230769,33,7
"221","ASUS","Intel",766.153846153846,0,0
"222","Lenovo","Intel",953.830769230769,4,0
"223","HP","Intel",846,116,15
"224","HP","Intel",830.615384615385,206,17
"225","Lenovo","Intel",815.230769230769,300,24
"226","HP","Intel",1046,108,6
"227","ASUS","Intel",892.153846153846,3712,412
"228","Lenovo","Intel",958.461538461538,825,95
"229","Lenovo","Intel",815.230769230769,0,0
"230","Lenovo","Intel",799.846153846154,85,4
"231","Lenovo","Intel",953.692307692308,56,7
"232","ASUS","Intel",984.461538461538,10,1
"233","Lenovo","Intel",1015.23076923077,17,4
"234","acer","Intel",815.230769230769,155,20
"235","Lenovo","Intel",769.076923076923,0,0
"236","ASUS","Intel",1107.53846153846,91,17
"237","ASUS","Intel",738.307692307692,35,2
"238","Lenovo","Intel",746,126,13
"239","ASUS","Intel",1122.92307692308,74,10
"240","MSI","Intel",1184.46153846154,75,17
"241","ASUS","Intel",1384.46153846154,124,17
"242","MSI","Intel",922.923076923077,1597,228
"243","ASUS","Intel",1015.23076923077,3850,378
"244","DELL","Intel",1107.53846153846,7,1
"245","DELL","Intel",1106,3,0
"246","Lenovo","Intel",999.846153846154,0,0
"247","ASUS","Intel",1015.23076923077,0,0
"248","HP","Intel",861.523076923077,5,1
"249","ASUS","Intel",1130.61538461538,213,45
"250","HP","Intel",1146,10,0
"251","HP","Intel",897.538461538462,69,6
"252","acer","Intel",861.523076923077,6,0
"253","DELL","Intel",1046,93,9
"254","ASUS","Intel",922.923076923077,11,2
"255","ASUS","Intel",1276.76923076923,262,31
"256","DELL","Intel",987.538461538462,0,0
"257","DELL","Intel",1078.30769230769,5,1
"258","ASUS","Intel",769.076923076923,45,3
"259","MSI","Intel",853.692307692308,8,1
"260","HP","Intel",1507.53846153846,3,1
"261","ASUS","Intel",846,1681,227
"262","Lenovo","Intel",922.923076923077,37,2
"263","Lenovo","Intel",830.615384615385,61,2
"264","HP","Intel",1030.75384615385,17,1
"265","acer","Intel",938.307692307692,17,1
"266","ASUS","Intel",738.307692307692,1625,152
"267","HP","Intel",923.061538461538,4,1
"268","DELL","Intel",1230.61538461538,0,0
"269","ASUS","Intel",984.461538461538,0,0
"270","HP","Intel",984.461538461538,17,1
"271","ASUS","Intel",922.923076923077,0,0
"272","Lenovo","Intel",861.384615384615,0,0
"273","ASUS","Intel",922.923076923077,0,0
"274","HP","Intel",984.461538461538,3,0
"275","DELL","Intel",1069.07692307692,0,0
"276","DELL","Intel",1375.23076923077,0,0
"277","ASUS","Intel",1153.69230769231,0,0
"278","Lenovo","Intel",999.846153846154,48,12
"279","Lenovo","Intel",1022.92307692308,282,36
"280","DELL","Intel",1380.03076923077,0,0
"281","Lenovo","Intel",1092.15384615385,67,4
"282","ASUS","Intel",907.538461538462,0,0
"283","Lenovo","Intel",884.615384615385,0,0
"284","DELL","Intel",1230.61538461538,23,2
"285","MSI","Intel",869.861538461538,677,87
"286","ASUS","Intel",922.923076923077,3,0
"287","Lenovo","Intel",999.846153846154,46,4
"288","DELL","Intel",942.923076923077,4,1
"289","Lenovo","Intel",846,9,1
"290","Lenovo","Intel",922.923076923077,26,4
"291","ASUS","Intel",1307.53846153846,5,0
"292","HP","Intel",1115.38461538462,40,3
"293","Lenovo","Intel",922.923076923077,44,6
"294","Lenovo","Intel",1353.69230769231,28,6
"295","HP","Intel",892.153846153846,1541,123
"296","DELL","Intel",1069.07692307692,72,7
"297","Lenovo","Intel",1061.38461538462,44,8
"298","Lenovo","Intel",1199.84615384615,17,2
"299","ASUS","Intel",1630.61538461538,59,11
"300","MSI","Intel",1230.61538461538,0,0
"301","DELL","Intel",853.692307692308,337,27
"302","Lenovo","Intel",1076.76923076923,10,2
"303","ASUS","Intel",1307.53846153846,10,2
"304","DELL","Intel",922.923076923077,31,7
"305","DELL","Intel",1721.38461538462,0,0
"306","DELL","Intel",1015.23076923077,10,0
"307","ASUS","Intel",1122.92307692308,76,14
"308","DELL","Intel",1093.69230769231,44,6
"309","MSI","Intel",1153.69230769231,0,0
"310","ASUS","Intel",1230.61538461538,11,3
"311","MSI","Intel",853.692307692308,138,16
"312","DELL","Intel",1022.92307692308,199,17
"313","ASUS","Intel",821.538461538462,46,6
"314","DELL","Intel",1146.15384615385,45,5
"315","DELL","Intel",1769.07692307692,0,0
"316","DELL","Intel",953.692307692308,35,4
"317","APPLE","Intel",2461.38461538462,32,5
"318","APPLE","Intel",2647.53846153846,108,13
"319","MSI","Intel",1153.69230769231,0,0
"320","MSI","Intel",869.076923076923,814,112
"321","Lenovo","Intel",2261.53846153846,0,0
"322","Lenovo","Intel",861.384615384615,75,9
"323","HP","Intel",1199.84615384615,0,0
"324","HP","Intel",1638.30769230769,3,0
"325","Lenovo","Intel",1092.15384615385,11,3
"326","Lenovo","Intel",999.846153846154,125,11
"327","acer","Intel",892.153846153846,0,0
"328","ASUS","Intel",999.846153846154,4,0
"329","MSI","Intel",846,714,147
"330","HP","Intel",1723.06153846154,0,0
"331","Lenovo","Intel",1089.2,21,3
"332","Lenovo","Intel",922.923076923077,9,1
"333","acer","Intel",1530.76923076923,0,0
"334","HP","Intel",861.384615384615,30,4
"335","ASUS","Intel",1122.92307692308,44,4
"336","acer","Intel",999.846153846154,4,1
"337","ASUS","Intel",892.153846153846,0,0
"338","HP","Intel",1184.46153846154,14,2
"339","Lenovo","Intel",969.2,739,71
"340","DELL","Intel",1199.84615384615,31,5
"341","HP","Intel",1769.07692307692,145,19
"342","DELL","Intel",1015.23076923077,0,0
"343","DELL","Intel",1369.07692307692,19,2
"344","Lenovo","Intel",1747.53846153846,0,0
"345","ASUS","Intel",1138.30769230769,32,6
"346","HP","Intel",938.461538461538,1124,100
"347","ASUS","Intel",1538.30769230769,35,6
"348","Lenovo","Intel",1046,9,0
"349","DELL","Intel",1089.21538461538,98,6
"350","Lenovo","Intel",1015.23076923077,31,2
"351","ASUS","Intel",826,19,3
"352","MSI","Intel",861.384615384615,0,0
"353","ASUS","Intel",818.307692307692,11,0
"354","Lenovo","Intel",907.676923076923,45,3
"355","DELL","Intel",1107.53846153846,0,0
"356","HP","Intel",1261.53846153846,0,0
"357","ASUS","Intel",1307.53846153846,0,0
"358","Lenovo","Intel",1384.58461538462,0,0
"359","ASUS","Intel",1538.30769230769,0,0
"360","ASUS","Intel",1307.53846153846,0,0
"361","Lenovo","Intel",1075.36923076923,474,37
"362","DELL","Intel",1230.61538461538,0,0
"363","DELL","Intel",1173.84615384615,6,0
"364","Lenovo","Intel",861.523076923077,0,0
"365","DELL","Intel",1121.53846153846,24,4
"366","DELL","Intel",1138.30769230769,195,17
"367","ASUS","Intel",1307.53846153846,0,0
"368","DELL","Intel",1131.06153846154,0,0
"369","HP","Intel",1938.46153846154,2,1
"370","ASUS","Intel",1369.07692307692,0,0
"371","HP","Intel",1769.21538461538,0,0
"372","DELL","Intel",1276.76923076923,21,2
"373","acer","Intel",1692.29230769231,0,0
"374","Lenovo","Intel",1276.76923076923,0,0
"375","DELL","Intel",1230.61538461538,5,0
"376","ASUS","Intel",1769.07692307692,0,0
"377","HP","Intel",1999.98461538462,0,0
"378","MSI","Intel",2307.53846153846,10,3
"379","DELL","Intel",1096.76923076923,0,0
"380","DELL","Intel",1223.07692307692,10,1
"381","DELL","Intel",1276.76923076923,15,3
"382","DELL","Intel",1092,138,23
"383","ASUS","Intel",1538.30769230769,0,0
"384","HP","Intel",1446.15384615385,0,0
"385","DELL","Intel",1276.76923076923,16,3
"386","MSI","Intel",1230.61538461538,11,4
"387","ASUS","Intel",1322.92307692308,0,0
"388","ASUS","Intel",1338.30769230769,0,0
"389","ASUS","Intel",1630.61538461538,4,0
"390","ASUS","Intel",1307.53846153846,0,0
"391","Lenovo","Intel",923.061538461538,22,3
"392","Lenovo","Intel",1415.36923076923,16,2
"393","DELL","Intel",1213.84615384615,16,1
"394","ASUS","Intel",2042.92307692308,0,0
"395","Lenovo","Intel",938.307692307692,14,6
"396","DELL","Intel",1079.84615384615,6,3
"397","DELL","Intel",1224.46153846154,0,0
"398","ASUS","Intel",1184.46153846154,0,0
"399","ASUS","Intel",1307.53846153846,17,2
"400","Lenovo","Intel",1338.44615384615,3,0
"401","HP","Intel",1200,512,85
"402","HP","Intel",1553.69230769231,0,0
"403","Lenovo","Intel",1153.69230769231,3,1
"404","ASUS","Intel",1169.07692307692,1365,137
"405","Lenovo","Intel",1293.63076923077,8,3
"406","ASUS","Intel",1169.07692307692,368,48
"407","ASUS","Intel",1199.84615384615,202,26
"408","ASUS","Intel",1199.84615384615,187,26
"409","APPLE","Intel",2769.07692307692,31,3
"410","APPLE","Intel",2769.07692307692,91,5
"411","ASUS","Intel",1276.76923076923,844,118
"412","ASUS","Intel",1353.69230769231,0,0
"413","ASUS","Intel",1300,3,0
"414","DELL","Intel",1141.38461538462,21,3
"415","Lenovo","Intel",999.846153846154,4,0
"416","Lenovo","Intel",2390.93846153846,0,0
"417","Lenovo","Intel",1929.13846153846,0,0
"418","acer","Intel",769.076923076923,0,0
"419","acer","Intel",722.923076923077,253,28
"420","DELL","Intel",753.692307692308,470,46
"421","acer","Intel",923.061538461538,118,28
"422","ASUS","Intel",722.923076923077,1444,179
"423","MSI","Intel",815.230769230769,1114,137
"424","Lenovo","Intel",892.292307692308,0,0
"425","Lenovo","Intel",807.538461538462,78,17
"426","Lenovo","Intel",876.769230769231,21,5
"427","acer","Intel",953.692307692308,73,21
"428","DELL","Intel",893.692307692308,0,0
"429","ASUS","Intel",876.769230769231,0,0
"430","acer","Intel",947.646153846154,0,0
"431","ASUS","Intel",1261.38461538462,0,0
"432","ASUS","Intel",942.292307692308,0,0
"433","DELL","Intel",907.538461538462,0,0
"434","ASUS","Intel",1292.15384615385,0,0
"435","MSI","Intel",4479.84615384615,7,3
"436","MSI","Intel",2246,715,106
"437","MSI","Intel",2769.07692307692,24,5
"438","HP","Intel",999.846153846154,23,4
"439","HP","Intel",719.846153846154,3062,325
"440","HP","Intel",686.138461538462,122,12
"441","acer","Intel",1122.52307692308,18,6
"442","HP","Intel",750.615384615385,11,1
"443","acer","Intel",869.092307692308,30,6
"444","ASUS","Intel",784.461538461538,1188,127
"445","ASUS","Intel",861.384615384615,23,0
"446","acer","Intel",892.153846153846,32,1
"447","ASUS","Intel",815.230769230769,0,0
"448","DELL","Intel",892.153846153846,47,0
"449","acer","Intel",876.769230769231,27,2
"450","acer","Intel",853.692307692308,8,3
"451","DELL","Intel",961.384615384615,157,20
"452","ASUS","Intel",999.846153846154,10,1
"453","Lenovo","Intel",922.923076923077,52,4
"454","ASUS","Intel",926,33,4
"455","ASUS","Intel",838.307692307692,343,47
"456","Lenovo","Intel",938.307692307692,131,17
"457","DELL","Intel",858.307692307692,41,4
"458","ASUS","Intel",999.846153846154,328,51
"459","ASUS","Intel",907.538461538462,6,1
"460","DELL","Intel",846,353,28
"461","HP","Intel",1107.53846153846,127,20
"462","DELL","Intel",1075.38461538462,0,0
"463","Lenovo","Intel",1015.23076923077,241,19
"464","ASUS","Intel",769.076923076923,22,2
"465","DELL","Intel",907.538461538462,8,1
"466","Lenovo","Intel",1147.53846153846,898,128
"467","ASUS","Intel",907.538461538462,1,1
"468","ASUS","Intel",999.846153846154,0,0
"469","DELL","Intel",1022.92307692308,6,1
"470","DELL","Intel",1198.46153846154,179,34
"471","DELL","Intel",1038.30769230769,41,5
"472","DELL","Intel",953.692307692308,0,0
"473","DELL","Intel",907.538461538462,114,9
"474","Lenovo","Intel",1153.83076923077,268,25
"475","ASUS","Intel",1060,6,1
"476","DELL","Intel",1103,153,16
"477","acer","Intel",961.384615384615,8,0
"478","DELL","Intel",958.723076923077,377,53
"479","MSI","Intel",3189.07692307692,0,0
"480","DELL","Intel",1353.69230769231,120,21
"481","ASUS","Intel",892.153846153846,76,9
"482","ASUS","Intel",953.692307692308,11,2
"483","MSI","Intel",1230.61538461538,484,56
"484","Lenovo","Intel",1061.38461538462,44,2
"485","Lenovo","Intel",1322.92307692308,77,10
"486","Lenovo","Intel",1538.30769230769,11,3
"487","ASUS","Intel",1199.84615384615,21,5
"488","Lenovo","Intel",1230.61538461538,5,2
"489","HP","Intel",1433.69230769231,4,0
"490","ASUS","Intel",1461.38461538462,0,0
"491","Lenovo","Intel",1307.53846153846,13,2
"492","MSI","Intel",892.153846153846,15,0
"493","HP","Intel",1584.46153846154,11,2
"494","DELL","Intel",1538.30769230769,0,0
"495","ASUS","Intel",1461.38461538462,118,15
"496","HP","Intel",1600,0,0
"497","MSI","Intel",1184.46153846154,0,0
"498","HP","Intel",1387.53846153846,6,1
"499","Lenovo","Intel",1361.35384615385,0,0
"500","MSI","Intel",1692.15384615385,138,30
"501","MSI","Intel",1338.30769230769,0,0
"502","MSI","Intel",1384.46153846154,0,0
"503","HP","Intel",3688.6,0,0
"504","ASUS","Intel",1215.23076923077,35,4
"505","DELL","Intel",1875.23076923077,3,0
"506","ASUS","Intel",1322.92307692308,18,0
"507","MSI","Intel",1461.38461538462,0,0
"508","HP","Intel",1415.38461538462,8,1
"509","HP","Intel",2507.53846153846,3,1
"510","DELL","Intel",2081.53846153846,5,2
"511","MSI","Intel",999.846153846154,33,5
"512","Lenovo","Intel",2685.03076923077,0,0
"513","Lenovo","Intel",2496.90769230769,0,0
"514","DELL","Intel",1679.84615384615,0,0
"515","HP","Intel",1538.44615384615,0,0
"516","MSI","Intel",1615.23076923077,85,9
"517","ASUS","Intel",1692.15384615385,0,0
"518","ASUS","Intel",1538.30769230769,30,7
"519","Lenovo","Intel",3766.16923076923,0,0
"520","ASUS","Intel",1461.38461538462,0,0
"521","Lenovo","Intel",1323.07692307692,0,0
"522","Lenovo","Intel",2498.44615384615,0,0
"523","HP","Intel",1839.98461538462,0,0
"524","Lenovo","Intel",3257.73846153846,0,0
"525","Lenovo","Intel",1707.67692307692,0,0
"526","DELL","Intel",1538.30769230769,0,0
"527","ASUS","Intel",1261.38461538462,40,4
"528","MSI","Intel",1030.61538461538,1639,230
"529","MSI","Intel",1307.53846153846,498,64
"530","ASUS","Intel",1615.23076923077,0,0
"531","ASUS","Intel",2076.76923076923,0,0
"532","ASUS","Intel",1522.92307692308,445,56
"533","HP","Intel",2226,17,4
"534","ASUS","Intel",1538.30769230769,0,0
"535","MSI","Intel",1846,20,3
"536","ASUS","Intel",2999.84615384615,0,0
"537","ASUS","Intel",1922.92307692308,17,1
"538","DELL","Intel",1883.23076923077,0,0
"539","HP","Intel",2769.07692307692,13,5
"540","MSI","Intel",2384.46153846154,3,2
"541","Lenovo","Intel",1892.15384615385,4,2
"542","ASUS","Intel",3461.38461538462,9,0
"543","MSI","Intel",4307.53846153846,0,0
"544","HP","Intel",1876.76923076923,0,0
"545","HP","Intel",1799.84615384615,0,0
"546","Lenovo","Intel",2324.58461538462,7,0
"547","MSI","Intel",1999.84615384615,14,3
"548","HP","Intel",2307.67692307692,0,0
"549","MSI","Intel",2153.69230769231,4,2
"550","acer","Intel",1999.84615384615,54,7
"551","HP","Intel",2646,0,0
"552","DELL","Intel",1445.46153846154,4,0
"553","ASUS","Intel",3615.23076923077,0,0
"554","HP","Intel",1976.92307692308,3,1
"555","Lenovo","Intel",1584.46153846154,16,2
"556","ASUS","Intel",1846,8,1
"557","ASUS","Intel",1861.23076923077,0,0
"558","ASUS","Intel",2419.21538461538,7,0
"559","Lenovo","Intel",3536.92307692308,0,0
"560","ASUS","Intel",2023.07692307692,0,0
"561","ASUS","Intel",2384.46153846154,3,0
"562","ASUS","Intel",2553.69230769231,0,0
"563","Lenovo","Intel",1846,2,1
"564","ASUS","Intel",2584.46153846154,0,0
"565","HP","Intel",2538.46153846154,0,0
"566","Lenovo","Intel",1322.92307692308,7,2
"567","HP","Intel",1461.38461538462,0,0
"568","HP","Intel",2107.53846153846,0,0
"569","Lenovo","Intel",3615.23076923077,0,0
"570","acer","Intel",2461.38461538462,4,0
"571","ASUS","Intel",3599.84615384615,0,0
"572","ASUS","Intel",1446,0,0
"573","HP","Intel",1799.09230769231,0,0
"574","MSI","Intel",984.461538461538,794,83
"575","ASUS","Intel",1030.61538461538,25,4
"576","ASUS","Intel",1269.23076923077,0,0
"577","acer","Intel",1846,2038,313
"578","MSI","Intel",2461.38461538462,0,0
"579","ASUS","Intel",1521.72307692308,0,0
"580","acer","Intel",1430.61538461538,214,37
"581","acer","Intel",1846,342,54
"582","acer","Intel",2615.23076923077,0,0
"583","acer","Intel",2153.69230769231,0,0
"584","MSI","Intel",2969.07692307692,0,0
"585","ASUS","Intel",4615.23076923077,0,0
"586","ASUS","Intel",4153.69230769231,8,1
"587","ASUS","Intel",2153.69230769231,0,0
"588","Lenovo","Intel",4092.27692307692,0,0
"589","ASUS","Intel",6799.84615384615,1,1
"590","MSI","Intel",1338.30769230769,218,27
"591","acer","AMD",461.384615384615,0,0
"592","acer","AMD",492.153846153846,762,104
"593","MSI","Intel",1692.15384615385,78,16
"594","MSI","Intel",1686,5,2
"595","ASUS","Intel",2253.69230769231,2,1
"596","HP","Intel",949.923076923077,23,4
"597","ASUS","Intel",3226,4,0
"598","ASUS","Intel",2695.23076923077,6,1
"599","DELL","Intel",1161.53846153846,28,1
"600","DELL","Intel",1476.76923076923,20,5
"601","MSI","Intel",1184.46153846154,298,49
"602","MSI","Intel",861.384615384615,2582,272
"603","APPLE","M1",1322.92307692308,6725,629
"604","APPLE","M1",1738.30769230769,640,70
"605","APPLE","M1",1615.23076923077,45,4
"606","APPLE","M1",1738.30769230769,640,70
"607","APPLE","M1",2046,640,70
"608","APPLE","M1",1615.23076923077,45,4
"609","APPLE","M1",1322.92307692308,6725,629
"610","APPLE","M1",2307.53846153846,640,70
"611","APPLE","M1",1938.30769230769,399,45
"612","APPLE","M1",1599.84615384615,809,91
"613","APPLE","M1",1569.07692307692,809,91
"614","APPLE","M1",1615.23076923077,6725,629
"615","APPLE","M1",2030.61538461538,399,45
"616","APPLE","M1",1984.46153846154,45,4
"617","APPLE","M1",2846,42,8
